train-1403	1:__ 2:__ 3:__ 4:pg 5:__ 6:__ 7:__ 8:__ 9:oo 10:__	a person wearing a blue shirt and no hat appears at the left end	1:b_ 2:__ 3:__ 4:pg 5:__ 6:__ 7:__ 8:__ 9:oo 10:__	the person wearing the orange shirt and hat disappears	1:b_ 2:__ 3:__ 4:pg 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the purple shirt and green hat wearer moves one position to the right	1:b_ 2:__ 3:__ 4:__ 5:pg 6:__ 7:__ 8:__ 9:__ 10:__	a person in a red shirt with no hat appears on position to his right	1:b_ 2:__ 3:__ 4:__ 5:pg 6:r_ 7:__ 8:__ 9:__ 10:__	the purple shirt wearer disappears	1:b_ 2:__ 3:__ 4:__ 5:__ 6:r_ 7:__ 8:__ 9:__ 10:__
train-1404	1:__ 2:__ 3:gg 4:__ 5:__ 6:__ 7:__ 8:__ 9:oo 10:__	the green shirt man disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:oo 10:__	a purple shirt man appears on the far left	1:p_ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:oo 10:__	then he disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:oo 10:__	a blue shirt guy appears in his place	1:b_ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:oo 10:__	then he moves directly left of the orange shirt man	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:b_ 9:oo 10:__
train-1405	1:__ 2:__ 3:__ 4:__ 5:__ 6:yb 7:__ 8:ro 9:__ 10:__	a person in blue appears on the far left	1:b_ 2:__ 3:__ 4:__ 5:__ 6:yb 7:__ 8:ro 9:__ 10:__	the person in red with an orange hat moves to the right of the person in blue	1:b_ 2:ro 3:__ 4:__ 5:__ 6:yb 7:__ 8:__ 9:__ 10:__	a person in purple appears on the far right	1:b_ 2:ro 3:__ 4:__ 5:__ 6:yb 7:__ 8:__ 9:__ 10:p_	the person in blue takes the orange hat from red	1:bo 2:r_ 3:__ 4:__ 5:__ 6:yb 7:__ 8:__ 9:__ 10:p_	a person in yellow appears to the left of the person in yellow with a blue hat	1:bo 2:r_ 3:__ 4:__ 5:y_ 6:yb 7:__ 8:__ 9:__ 10:p_
train-1406	1:gr 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:pr 9:__ 10:__	the person in green moves from the far left to the far right	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:pr 9:__ 10:gr	a person in orange appears to the left of the person in purple	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:o_ 8:pr 9:__ 10:gr	the person in green disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:o_ 8:pr 9:__ 10:__	the person in orange takes the hat from the person in purple	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:or 8:p_ 9:__ 10:__	the person in purple takes the hat back	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:o_ 8:pr 9:__ 10:__
train-1407	1:__ 2:__ 3:__ 4:__ 5:__ 6:op 7:__ 8:__ 9:__ 10:rb	the person in orange moves to the left of the person in red	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:op 10:rb	he then moves one space to the left	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:op 9:__ 10:rb	he repeats this	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:op 8:__ 9:__ 10:rb	the person in read moves to the far left	1:rb 2:__ 3:__ 4:__ 5:__ 6:__ 7:op 8:__ 9:__ 10:__	he then disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:op 8:__ 9:__ 10:__
train-1408	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:gy 8:__ 9:__ 10:by	the man in the green shirt takes a step to the right	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:gy 9:__ 10:by	he then leaves	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:by	the remaining man takes a step left	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:by 10:__	he's joined to his immediate right by a man in an orange shirt and no hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:by 10:o_	then he's alone again when that person leaves	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:by 10:__
train-1409	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:oo 10:ry	the red man moved to the other side of the orange person	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:ry 9:oo 10:__	an orange guy appeared on the other side of the red guy	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:o_ 8:ry 9:oo 10:__	the far-left orange kid took the red guy's hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:oy 8:r_ 9:oo 10:__	then the red guy took the orange guy's hat with the orange hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:o_ 8:ry 9:oo 10:__	then a red guy appeared on the far left	1:r_ 2:__ 3:__ 4:__ 5:__ 6:__ 7:o_ 8:ry 9:oo 10:__
train-1410	1:bb 2:__ 3:__ 4:__ 5:__ 6:__ 7:rp 8:__ 9:__ 10:__	the man dressed in blue moves next to the woman in red with a purple hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:bb 7:rp 8:__ 9:__ 10:__	then he leaves	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:rp 8:__ 9:__ 10:__	a woman wearing a green shirt enters to the right	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:rp 8:__ 9:__ 10:g_	a man wearing red joins them	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:rp 8:__ 9:r_ 10:g_	he moves to the far left	1:r_ 2:__ 3:__ 4:__ 5:__ 6:__ 7:rp 8:__ 9:__ 10:g_
train-1411	1:ry 2:__ 3:__ 4:__ 5:by 6:__ 7:__ 8:__ 9:__ 10:__	the man in the blue shirt disappears	1:ry 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	next, the man in the red shirt moves to the far right	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:ry	then he moves a little to the left	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:ry 10:__	he then moves to the far left	1:ry 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	then he disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
train-1412	1:__ 2:__ 3:__ 4:gg 5:__ 6:__ 7:__ 8:__ 9:rg 10:__	the green man moves one spot left	1:__ 2:__ 3:gg 4:__ 5:__ 6:__ 7:__ 8:__ 9:rg 10:__	another green shirt man appaers to the right of the existing one	1:__ 2:__ 3:gg 4:g_ 5:__ 6:__ 7:__ 8:__ 9:rg 10:__	the red guy moves to the left of the greens	1:__ 2:rg 3:gg 4:g_ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	then he disappears	1:__ 2:__ 3:gg 4:g_ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the green guys switch places	1:__ 2:__ 3:g_ 4:gg 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
train-1413	1:__ 2:__ 3:__ 4:__ 5:__ 6:or 7:__ 8:__ 9:go 10:__	a yellow man appears on the far right	1:__ 2:__ 3:__ 4:__ 5:__ 6:or 7:__ 8:__ 9:go 10:y_	he takes green's hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:or 7:__ 8:__ 9:g_ 10:yo	another hatless yellow guy appears left of the orange shirt	1:__ 2:__ 3:__ 4:__ 5:y_ 6:or 7:__ 8:__ 9:g_ 10:yo	he takes that guy's hat	1:__ 2:__ 3:__ 4:__ 5:yr 6:o_ 7:__ 8:__ 9:g_ 10:yo	orange takes it back	1:__ 2:__ 3:__ 4:__ 5:y_ 6:or 7:__ 8:__ 9:g_ 10:yo
train-1414	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:rg 10:br	the man in the blue shirt moves to the far left	1:br 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:rg 10:__	the man in the red shirt moves one spot left	1:br 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:rg 9:__ 10:__	a yellow shirt man appears to the right of him	1:br 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:rg 9:y_ 10:__	then he disappears	1:br 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:rg 9:__ 10:__	a hatless man in a red shirt appears to the right of the blue shirt man	1:br 2:r_ 3:__ 4:__ 5:__ 6:__ 7:__ 8:rg 9:__ 10:__
train-1415	1:__ 2:__ 3:__ 4:__ 5:gp 6:__ 7:__ 8:__ 9:__ 10:yb	the green guy moved to the far left	1:gp 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:yb	a purple guy appeared next to the yellow man	1:gp 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:p_ 10:yb	they switched hats	1:gp 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:pb 10:y_	the green guy moved next to the purple	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:gp 9:pb 10:y_	then the yellow and purple switched hats	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:gp 9:p_ 10:yb
train-1416	1:__ 2:__ 3:__ 4:__ 5:__ 6:ry 7:yp 8:__ 9:__ 10:__	a person in an orange shirt shows up on the right end	1:__ 2:__ 3:__ 4:__ 5:__ 6:ry 7:yp 8:__ 9:__ 10:o_	he leaves again	1:__ 2:__ 3:__ 4:__ 5:__ 6:ry 7:yp 8:__ 9:__ 10:__	the person in the yellow shirt and purple hat moves to the left of the person in the red shirt and yellow hat	1:__ 2:__ 3:__ 4:__ 5:yp 6:ry 7:__ 8:__ 9:__ 10:__	he moves back	1:__ 2:__ 3:__ 4:__ 5:__ 6:ry 7:yp 8:__ 9:__ 10:__	a person in a purple shirt shows up to the left of the person in the red shirt	1:__ 2:__ 3:__ 4:__ 5:p_ 6:ry 7:yp 8:__ 9:__ 10:__
train-1417	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:ro 8:__ 9:yb 10:__	the yellow man moves left of the red shirt	1:__ 2:__ 3:__ 4:__ 5:__ 6:yb 7:ro 8:__ 9:__ 10:__	then he moves to the far left	1:yb 2:__ 3:__ 4:__ 5:__ 6:__ 7:ro 8:__ 9:__ 10:__	then he disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:ro 8:__ 9:__ 10:__	a blue man appaers on the far left	1:b_ 2:__ 3:__ 4:__ 5:__ 6:__ 7:ro 8:__ 9:__ 10:__	then a purple man appears on the far right	1:b_ 2:__ 3:__ 4:__ 5:__ 6:__ 7:ro 8:__ 9:__ 10:p_
train-1418	1:op 2:__ 3:__ 4:yr 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the man in the red cap moves directly to the right of the man in the purple cap	1:op 2:yr 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	he then moves all the way to the right edge	1:op 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:yr	the man in the purple cap follows and cuddles up on the left	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:op 10:yr	he then goes back to the left edge	1:op 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:yr	the man in the red cap leaves	1:op 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
train-1419	1:__ 2:__ 3:__ 4:__ 5:__ 6:rg 7:yb 8:__ 9:__ 10:__	a person in purple appears to the right of the person in yellow	1:__ 2:__ 3:__ 4:__ 5:__ 6:rg 7:yb 8:p_ 9:__ 10:__	he then moves to the left of the person in red	1:__ 2:__ 3:__ 4:__ 5:p_ 6:rg 7:yb 8:__ 9:__ 10:__	the person in yellow disappears	1:__ 2:__ 3:__ 4:__ 5:p_ 6:rg 7:__ 8:__ 9:__ 10:__	the person in red moves to the left of the person in purple	1:__ 2:__ 3:__ 4:rg 5:p_ 6:__ 7:__ 8:__ 9:__ 10:__	he then moves back	1:__ 2:__ 3:__ 4:__ 5:p_ 6:rg 7:__ 8:__ 9:__ 10:__
train-1420	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:oo 9:__ 10:rr	the person in orange moves to the far left	1:oo 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:rr	he then moves to the left of the person in red	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:oo 10:rr	he then moves one space to the left	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:oo 9:__ 10:rr	a person in green appears between the two	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:oo 9:g_ 10:rr	the person in orange disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:g_ 10:rr
train-1422	1:gb 2:__ 3:oy 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	a person in red appears to the right of the person in green with a blue hat	1:gb 2:r_ 3:oy 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	he then takes the hat	1:g_ 2:rb 3:oy 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	he gives the hat back	1:gb 2:r_ 3:oy 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the person in orange disappears	1:gb 2:r_ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the person in reed takes the blue hat	1:g_ 2:rb 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
train-1425	1:__ 2:__ 3:__ 4:yg 5:__ 6:__ 7:__ 8:__ 9:__ 10:gy	the yellow man moves slightly to the left	1:__ 2:__ 3:__ 4:__ 5:yg 6:__ 7:__ 8:__ 9:__ 10:gy	then he moves to the left end	1:yg 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:gy	then he moves to the right slightly	1:__ 2:yg 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:gy	the green man moves to the left next to the yellow man	1:__ 2:yg 3:gy 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	then the yellow man moves to the left end	1:__ 2:__ 3:gy 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:yg
train-1426	1:rr 2:__ 3:bo 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the person with the red shirt and red hat moves all the way to the right	1:__ 2:__ 3:bo 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:rr	a person with a purple shirt and no hat shows up on the far left side	1:p_ 2:__ 3:bo 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:rr	he then moves directly to the left of the person with the red shirt and red hat	1:__ 2:__ 3:bo 4:__ 5:__ 6:__ 7:__ 8:__ 9:p_ 10:rr	another person with a purple shirt and no hat shows up directly to the left of the two	1:__ 2:__ 3:bo 4:__ 5:__ 6:__ 7:__ 8:p_ 9:p_ 10:rr	the person with the red shirt and red hat gives his hat to the person to his direct left	1:__ 2:__ 3:bo 4:__ 5:__ 6:__ 7:__ 8:p_ 9:pr 10:r_
train-1427	1:__ 2:__ 3:op 4:__ 5:__ 6:by 7:__ 8:__ 9:__ 10:__	a yellow man appeared just left of the blue guy	1:__ 2:__ 3:op 4:__ 5:y_ 6:by 7:__ 8:__ 9:__ 10:__	then the blue guy disappeared	1:__ 2:__ 3:op 4:__ 5:y_ 6:__ 7:__ 8:__ 9:__ 10:__	an orange guy appeared on the far left	1:o_ 2:__ 3:op 4:__ 5:y_ 6:__ 7:__ 8:__ 9:__ 10:__	then he moved to the right of the yellow man	1:__ 2:__ 3:op 4:__ 5:y_ 6:o_ 7:__ 8:__ 9:__ 10:__	then he moved back to the far left	1:o_ 2:__ 3:op 4:__ 5:y_ 6:__ 7:__ 8:__ 9:__ 10:__
train-1428	1:rb 2:__ 3:__ 4:__ 5:py 6:__ 7:__ 8:__ 9:__ 10:__	the person in purple moves to the far right	1:rb 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:py	then he moves one space to the left	1:rb 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:py 10:__	a person in orange appears to the right of the person in red	1:rb 2:o_ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:py 10:__	a person in yellow appears to the left of the person in purple	1:rb 2:o_ 3:__ 4:__ 5:__ 6:__ 7:__ 8:y_ 9:py 10:__	he then moves to the right of the person in orange	1:rb 2:o_ 3:y_ 4:__ 5:__ 6:__ 7:__ 8:__ 9:py 10:__
train-1429	1:__ 2:__ 3:__ 4:pr 5:__ 6:__ 7:ry 8:__ 9:__ 10:__	the purple guy moved right next to the red guy	1:__ 2:__ 3:__ 4:__ 5:__ 6:pr 7:ry 8:__ 9:__ 10:__	then he disappeared	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:ry 8:__ 9:__ 10:__	a hatless purple guy moved to the far right	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:ry 8:__ 9:__ 10:p_	then he disappeared	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:ry 8:__ 9:__ 10:__	then the red guy disappeared	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
train-1430	1:__ 2:__ 3:__ 4:go 5:__ 6:__ 7:__ 8:__ 9:ro 10:__	a purple shirt guy appears directly left of the green shirt	1:__ 2:__ 3:p_ 4:go 5:__ 6:__ 7:__ 8:__ 9:ro 10:__	then he takes green's hat	1:__ 2:__ 3:po 4:g_ 5:__ 6:__ 7:__ 8:__ 9:ro 10:__	purple moves one spot left	1:__ 2:po 3:__ 4:g_ 5:__ 6:__ 7:__ 8:__ 9:ro 10:__	then an orange shirt guy appears left of the red shirt guy	1:__ 2:po 3:__ 4:g_ 5:__ 6:__ 7:__ 8:o_ 9:ro 10:__	then he moves to the left of purple	1:o_ 2:po 3:__ 4:g_ 5:__ 6:__ 7:__ 8:__ 9:ro 10:__
train-1431	1:__ 2:__ 3:__ 4:__ 5:__ 6:yb 7:__ 8:__ 9:ro 10:__	the yellow guy moved one spot to the right	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:yb 9:ro 10:__	another yellow guy appeared on the far right	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:yb 9:ro 10:y_	then he took the red guy's hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:yb 9:r_ 10:yo	the red guy disappeared	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:yb 9:__ 10:yo	a green guy appears on the far left	1:g_ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:yb 9:__ 10:yo
train-1432	1:__ 2:__ 3:bp 4:__ 5:__ 6:__ 7:__ 8:gr 9:__ 10:__	a man with no hat appears on the left of the man in the red hat	1:__ 2:__ 3:bp 4:__ 5:__ 6:__ 7:g_ 8:gr 9:__ 10:__	next, a man in a blue shirt appears on the far right	1:__ 2:__ 3:bp 4:__ 5:__ 6:__ 7:g_ 8:gr 9:__ 10:b_	he moves to stand on the right of the man in the purple hat	1:__ 2:__ 3:bp 4:b_ 5:__ 6:__ 7:g_ 8:gr 9:__ 10:__	then he disappears	1:__ 2:__ 3:bp 4:__ 5:__ 6:__ 7:g_ 8:gr 9:__ 10:__	next, the man in the green shirt with no hat disappears	1:__ 2:__ 3:bp 4:__ 5:__ 6:__ 7:__ 8:gr 9:__ 10:__
train-1434	1:__ 2:bo 3:__ 4:__ 5:__ 6:__ 7:__ 8:rr 9:__ 10:__	a hatless red guy appaers on the far right	1:__ 2:bo 3:__ 4:__ 5:__ 6:__ 7:__ 8:rr 9:__ 10:r_	the blue guy moves one spot right	1:__ 2:__ 3:bo 4:__ 5:__ 6:__ 7:__ 8:rr 9:__ 10:r_	then he moves back	1:__ 2:bo 3:__ 4:__ 5:__ 6:__ 7:__ 8:rr 9:__ 10:r_	then he moves to the left of the red guy with the hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:bo 8:rr 9:__ 10:r_	then thta guy disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:bo 8:__ 9:__ 10:r_
train-1435	1:__ 2:by 3:rg 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	a blue man moves to the far left	1:by 2:__ 3:rg 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	then he disappears	1:__ 2:__ 3:rg 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	a red man appears on the far right	1:__ 2:__ 3:rg 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:r_	the other red guy disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:r_	an orange man appears next to the remaining red guy	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:o_ 10:r_
train-1436	1:__ 2:__ 3:__ 4:bp 5:__ 6:__ 7:gy 8:__ 9:__ 10:__	the person with the blue shirt and purple hat has moved directly to the left of the person with the green shirt and yellow hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:bp 7:gy 8:__ 9:__ 10:__	then he moves away to the far left	1:bp 2:__ 3:__ 4:__ 5:__ 6:__ 7:gy 8:__ 9:__ 10:__	a person with a blue shirt and no hat shows up on the right	1:bp 2:__ 3:__ 4:__ 5:__ 6:__ 7:gy 8:b_ 9:__ 10:__	he takes the yellow hat from the person to his left	1:bp 2:__ 3:__ 4:__ 5:__ 6:__ 7:g_ 8:by 9:__ 10:__	he then gives the hat back to the rightful owner	1:bp 2:__ 3:__ 4:__ 5:__ 6:__ 7:gy 8:b_ 9:__ 10:__
train-1437	1:__ 2:bo 3:__ 4:__ 5:gr 6:__ 7:__ 8:__ 9:__ 10:__	the man in the blue shirt moves next to the other person, to the left	1:__ 2:__ 3:__ 4:bo 5:gr 6:__ 7:__ 8:__ 9:__ 10:__	the man with the green shirt disappears	1:__ 2:__ 3:__ 4:__ 5:gr 6:__ 7:__ 8:__ 9:__ 10:__	a man with a purple shirt appears on the right end	1:__ 2:__ 3:__ 4:__ 5:gr 6:__ 7:__ 8:__ 9:__ 10:p_	he moves to the opposite side	1:p_ 2:__ 3:__ 4:__ 5:gr 6:__ 7:__ 8:__ 9:__ 10:__	a man with a blue shirt appears, to the right of him	1:p_ 2:b_ 3:__ 4:__ 5:gr 6:__ 7:__ 8:__ 9:__ 10:__
train-1438	1:__ 2:__ 3:__ 4:__ 5:__ 6:pp 7:rr 8:__ 9:__ 10:__	someone wearing a purple shirt and hat stands very close and to the left of someone wearing a red shirt and hat	1:__ 2:__ 3:__ 4:__ 5:__ 6:pp 7:__ 8:__ 9:__ 10:rr	the person in red takes a few steps to the right end	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:pp 8:__ 9:__ 10:rr	the person in purple now takes a step to the left	1:__ 2:__ 3:__ 4:__ 5:__ 6:pp 7:__ 8:__ 9:__ 10:rr	he takes another step to the left, away from the guy wearing red	1:__ 2:__ 3:__ 4:__ 5:pp 6:__ 7:__ 8:__ 9:__ 10:rr	finally, he moves to the left again, away from the person wearing red	1:__ 2:__ 3:__ 4:pp 5:__ 6:__ 7:__ 8:__ 9:__ 10:rr
train-1439	1:__ 2:__ 3:yr 4:__ 5:__ 6:__ 7:oo 8:__ 9:__ 10:__	a man with a green shirt appears next to the man with the orange shirt	1:__ 2:__ 3:yr 4:__ 5:__ 6:g_ 7:oo 8:__ 9:__ 10:__	they exchange the orange hat	1:__ 2:__ 3:yr 4:__ 5:__ 6:go 7:o_ 8:__ 9:__ 10:__	they exchange it back	1:__ 2:__ 3:yr 4:__ 5:__ 6:g_ 7:oo 8:__ 9:__ 10:__	they do it again	1:__ 2:__ 3:yr 4:__ 5:__ 6:go 7:o_ 8:__ 9:__ 10:__	they do it another time	1:__ 2:__ 3:yr 4:__ 5:__ 6:g_ 7:oo 8:__ 9:__ 10:__
train-1441	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:yr 8:oo 9:__ 10:__	the person in orange moves one space to the right	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:yr 8:__ 9:oo 10:__	then he moves to the far left	1:oo 2:__ 3:__ 4:__ 5:__ 6:__ 7:yr 8:__ 9:__ 10:__	then he moves to the far right	1:__ 2:__ 3:__ 4:__ 5:__ 6:__ 7:yr 8:__ 9:__ 10:oo	he then moves to the left of the person in yellow	1:__ 2:__ 3:__ 4:__ 5:__ 6:oo 7:yr 8:__ 9:__ 10:__	then he moves to the far left	1:oo 2:__ 3:__ 4:__ 5:__ 6:__ 7:yr 8:__ 9:__ 10:__
train-1442	1:__ 2:bp 3:bg 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	a person in orange appears on the far right	1:__ 2:bp 3:bg 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:o_	then he disappears	1:__ 2:bp 3:bg 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	the person with the green hat moves to the far left	1:bg 2:bp 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	a person with purple appears to the right of the person with a purple hat	1:bg 2:bp 3:p_ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	then he takes the purple hat	1:bg 2:b_ 3:pp 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__
train-1443	1:__ 2:__ 3:br 4:__ 5:__ 6:yg 7:__ 8:__ 9:__ 10:__	the man in the red hat disappears	1:__ 2:__ 3:__ 4:__ 5:__ 6:yg 7:__ 8:__ 9:__ 10:__	the man in the green hat moves to the far left	1:yg 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:__	then, a man with no hat, in a yellow shirt, appears on the far right	1:yg 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:__ 10:y_	a man in a red shirt appears on the left of the hatless man in the yellow shirt	1:yg 2:__ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:r_ 10:y_	then a man in a green shirt appears on the right of the man in the green hat	1:yg 2:g_ 3:__ 4:__ 5:__ 6:__ 7:__ 8:__ 9:r_ 10:y_
train-1444	1:__ 2:__ 3:__ 4:rr 5:__ 6:__ 7:__ 8:__ 9:__ 10:op	a man in a green shirt and no hat appears to the left of the man in the orange shirt	1:__ 2:__ 3:__ 4:rr 5:__ 6:__ 7:__ 8:__ 9:g_ 10:op	another man in a yellow shirt appears to the right of the man in the red shirt	1:__ 2:__ 3:__ 4:rr 5:y_ 6:__ 7:__ 8:__ 9:g_ 10:op	yet another man, wearing a blue shirt, appears to the left of the man in the green shirt	1:__ 2:__ 3:__ 4:rr 5:y_ 6:__ 7:__ 8:b_ 9:g_ 10:op	he takes a step left	1:__ 2:__ 3:__ 4:rr 5:y_ 6:__ 7:b_ 8:__ 9:g_ 10:op	a final person in an orange shirt appears to the left of the man wearing the red cap	1:__ 2:__ 3:o_ 4:rr 5:y_ 6:__ 7:b_ 8:__ 9:g_ 10:op
